,state,customer_lifetime_value,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
148,CA,12313.0,No,Premium,College,Unemployed,M,0,Suburban,Single,116,7.0,57,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,835.0,Two-Door Car,Medsize,January
149,OR,3982.0,No,Extended,Doctor,Employed,F,38500,Urban,Married,99,26.0,49,1.0,1,Corporate Auto,Corporate L2,Offer1,Agent,423.0,Four-Door Car,Large,January
150,CA,8237.0,No,Basic,Bachelor,Medical Leave,F,23940,Suburban,Married,107,13.0,34,0.0,7,Personal Auto,Personal L3,Offer1,Call Center,514.0,SUV,Small,January
151,OR,5367.0,No,Basic,Doctor,Unemployed,F,0,Urban,Married,70,5.0,29,0.0,4,Personal Auto,Personal L2,Offer1,Agent,223.0,Four-Door Car,Large,February
152,CA,5583.0,No,Basic,High School or Below,Employed,F,57925,Urban,Single,72,33.0,13,1.0,3,Corporate Auto,Corporate L2,Offer1,Agent,205.0,Two-Door Car,Medsize,February
153,CA,7357.0,No,Extended,High School or Below,Employed,M,81145,Urban,Married,92,34.0,92,0.0,8,Corporate Auto,Corporate L2,Offer2,Call Center,321.0,Two-Door Car,Large,January
154,CA,10144.0,No,Extended,College,Medical Leave,F,27231,Suburban,Married,88,0.0,7,0.0,2,Personal Auto,Personal L2,Offer1,Branch,422.0,Four-Door Car,Medsize,January
155,OR,8672.0,No,Basic,College,Employed,F,22547,Suburban,Divorced,112,7.0,60,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,538.0,SUV,Medsize,January
156,CA,2675.0,Yes,Basic,College,Employed,M,56342,Suburban,Single,69,12.0,89,0.0,1,Special Auto,Special L3,Offer2,Call Center,331.0,Four-Door Car,Small,February
157,CA,34611.0,Yes,Basic,High School or Below,Employed,F,20090,Suburban,Married,109,10.0,59,0.0,2,Special Auto,Special L3,Offer2,Agent,523.0,Sports Car,Medsize,January
158,CA,8071.0,No,Basic,Bachelor,Employed,M,72149,Rural,Married,101,18.0,43,0.0,6,Personal Auto,Personal L2,Offer2,Call Center,69.0,SUV,Medsize,February
159,CA,7256.0,No,Extended,College,Medical Leave,M,10710,Suburban,Married,94,12.0,33,0.0,7,Personal Auto,Personal L2,Offer1,Branch,451.0,Two-Door Car,Small,January
160,AZ,14511.0,No,Basic,High School or Below,Employed,M,60120,Urban,Married,182,30.0,21,0.0,6,Personal Auto,Personal L3,Offer2,Branch,716.0,Luxury Car,Medsize,January
161,CA,11009.0,Yes,Premium,Bachelor,Employed,F,51643,Suburban,Single,283,16.0,43,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,1358.0,Luxury Car,Medsize,January
162,AZ,4633.0,No,Basic,College,Medical Leave,M,27132,Suburban,Single,63,32.0,59,1.0,4,Personal Auto,Personal L1,Offer1,Branch,302.0,Four-Door Car,Medsize,January
163,CA,5273.0,No,Basic,Doctor,Employed,M,85607,Rural,Single,66,26.0,1,0.0,3,Personal Auto,Personal L2,Offer2,Agent,68.0,Four-Door Car,Medsize,February
164,AZ,4340.0,No,Basic,College,Unemployed,M,0,Suburban,Single,62,22.0,39,0.0,6,Personal Auto,Personal L2,Offer3,Branch,446.0,Four-Door Car,Medsize,January
165,CA,5489.0,No,Basic,High School or Below,Employed,F,33881,Rural,Married,68,11.0,83,0.0,9,Personal Auto,Personal L3,Offer2,Web,66.0,Four-Door Car,Large,February
166,CA,14228.0,No,Extended,Bachelor,Employed,M,31650,Suburban,Married,121,25.0,17,0.0,2,Personal Auto,Personal L3,Offer1,Branch,581.0,SUV,Medsize,January
167,CA,12840.0,No,Extended,College,Unemployed,F,0,Suburban,Single,90,1.0,94,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,648.0,Two-Door Car,Large,February
168,AZ,2673.0,No,Basic,Master,Employed,M,28728,Suburban,Married,67,8.0,10,0.0,1,Personal Auto,Personal L3,Offer4,Branch,322.0,Four-Door Car,Small,February
169,OR,5332.0,Yes,Basic,Doctor,Employed,F,68931,Urban,Married,66,32.0,30,0.0,7,Corporate Auto,Corporate L2,Offer2,Branch,310.0,Four-Door Car,Medsize,February
170,AZ,10065.0,No,Extended,High School or Below,Employed,F,20440,Suburban,Married,128,11.0,54,2.0,9,Corporate Auto,Corporate L3,Offer3,Branch,614.0,Sports Car,Medsize,February
171,CA,8197.0,No,Basic,College,Unemployed,F,0,Suburban,Married,110,27.0,87,0.0,3,Personal Auto,Personal L3,Offer2,Agent,528.0,SUV,Medsize,January
172,OR,3514.0,No,Extended,Bachelor,Employed,F,73643,Rural,Single,89,2.0,2,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,147.0,Four-Door Car,Medsize,February
173,CA,4293.0,No,Basic,College,Unemployed,F,0,Suburban,Single,61,18.0,15,0.0,8,Corporate Auto,Corporate L3,Offer1,Agent,293.0,Two-Door Car,Large,January
174,AZ,3568.0,Yes,Basic,Bachelor,Unemployed,M,0,Suburban,Married,102,28.0,11,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,660.0,SUV,Medsize,January
175,NV,46805.0,No,Extended,High School or Below,Employed,M,83006,Urban,Married,235,8.0,61,1.0,2,Personal Auto,Personal L1,Offer3,Agent,1065.0,Luxury SUV,Small,February
176,WA,2667.0,No,Basic,Bachelor,Employed,F,79251,Suburban,Married,67,10.0,32,1.0,1,Personal Auto,Personal L3,Offer2,Web,322.0,Four-Door Car,Medsize,February
177,CA,13057.0,No,Basic,College,Unemployed,M,0,Suburban,Single,190,9.0,67,0.0,7,Personal Auto,Personal L3,Offer3,Branch,1833.0,Luxury SUV,Small,February
178,CA,5823.0,No,Basic,High School or Below,Employed,F,88359,Rural,Divorced,73,1.0,49,0.0,9,Personal Auto,Personal L3,Offer2,Call Center,36.0,Two-Door Car,Medsize,January
179,CA,9536.0,No,Extended,Bachelor,Employed,F,62421,Suburban,Divorced,80,22.0,50,2.0,2,Corporate Auto,Corporate L3,Offer1,Call Center,384.0,Four-Door Car,Medsize,January
180,NV,8107.0,No,Extended,College,Unemployed,M,0,Suburban,Married,76,0.0,91,0.0,2,Corporate Auto,Corporate L1,Offer3,Branch,365.0,Two-Door Car,Small,January
181,CA,3484.0,No,Extended,Bachelor,Employed,M,34307,Rural,Divorced,92,33.0,62,2.0,1,Personal Auto,Personal L3,Offer1,Call Center,186.0,Four-Door Car,Medsize,January
182,OR,34039.0,No,Basic,College,Unemployed,M,0,Suburban,Divorced,104,26.0,66,0.0,2,Personal Auto,Personal L3,Offer2,Agent,499.0,Sports Car,Medsize,January
183,WA,7995.0,No,Basic,High School or Below,Employed,F,66685,Rural,Married,67,35.0,50,2.0,2,Personal Auto,Personal L2,Offer2,Call Center,39.0,Two-Door Car,Large,January
184,AZ,11612.0,No,Extended,Bachelor,Employed,M,28915,Suburban,Single,76,10.0,49,0.0,2,Personal Auto,Personal L3,Offer4,Web,365.0,Four-Door Car,Medsize,February
185,NV,4454.0,No,Basic,College,Unemployed,F,0,Suburban,Single,68,5.0,72,1.0,3,Personal Auto,Personal L3,Offer1,Branch,326.0,Four-Door Car,Large,February
186,AZ,5395.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,74,13.0,30,0.0,4,Personal Auto,Personal L2,Offer3,Web,355.0,Four-Door Car,Medsize,February
187,AZ,8448.0,No,Basic,Bachelor,Employed,F,61337,Rural,Married,105,35.0,46,0.0,9,Personal Auto,Personal L2,Offer1,Call Center,3.0,SUV,Medsize,February
188,AZ,2927.0,No,Basic,Bachelor,Employed,F,75685,Suburban,Married,73,35.0,47,0.0,1,Personal Auto,Personal L3,Offer2,Agent,370.0,Four-Door Car,Small,February
189,AZ,2960.0,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,82,0.0,28,0.0,1,Personal Auto,Personal L2,Offer1,Agent,590.0,Four-Door Car,Medsize,February
190,WA,6582.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,62,3.0,44,0.0,2,Special Auto,Special L3,Offer1,Agent,298.0,Four-Door Car,Medsize,February
191,CA,2845.0,No,Basic,Bachelor,Employed,M,80306,Suburban,Divorced,71,11.0,12,0.0,1,Corporate Auto,Corporate L1,Offer3,Call Center,341.0,Two-Door Car,Medsize,February
192,WA,4434.0,No,Premium,High School or Below,Employed,M,34549,Rural,Married,111,8.0,78,0.0,1,Personal Auto,Personal L2,Offer2,Web,126.0,Four-Door Car,Medsize,January
193,CA,5569.0,Yes,Extended,High School or Below,Unemployed,M,0,Suburban,Single,79,21.0,53,1.0,7,Corporate Auto,Corporate L3,Offer1,Agent,407.0,Two-Door Car,Medsize,January
194,WA,7031.0,No,Extended,Master,Retired,M,16224,Suburban,Married,93,13.0,55,0.0,9,Corporate Auto,Corporate L1,Offer3,Web,498.0,Four-Door Car,Medsize,January
195,CA,2449.0,No,Basic,High School or Below,Employed,M,47122,Suburban,Single,62,6.0,77,0.0,1,Personal Auto,Personal L2,Offer2,Branch,298.0,Two-Door Car,Medsize,February
196,AZ,2504.0,No,Basic,College,Unemployed,M,0,Suburban,Single,69,23.0,15,0.0,1,Personal Auto,Personal L2,Offer2,Branch,497.0,Four-Door Car,Medsize,January
197,CA,9095.0,Yes,Basic,College,Employed,M,37937,Suburban,Married,116,11.0,42,0.0,5,Personal Auto,Personal L2,Offer2,Call Center,557.0,SUV,Medsize,January
198,NV,8072.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,112,3.0,84,0.0,7,Personal Auto,Personal L3,Offer1,Web,806.0,SUV,Small,February
199,OR,15033.0,No,Basic,College,Medical Leave,M,17150,Suburban,Married,65,28.0,19,0.0,2,Personal Auto,Personal L2,Offer1,Agent,690.0,Two-Door Car,Medsize,January
200,AZ,8256.0,Yes,Basic,Bachelor,Employed,F,62902,Rural,Married,69,14.0,94,0.0,2,Personal Auto,Personal L3,Offer2,Web,159.0,Two-Door Car,Medsize,January
201,OR,11009.0,Yes,Premium,Bachelor,Employed,F,51643,Suburban,Single,283,16.0,43,0.0,1,Special Auto,Special L3,Offer2,Agent,1358.0,Luxury Car,Medsize,January
202,CA,5319.0,Yes,Basic,Bachelor,Employed,F,25134,Suburban,Married,67,3.0,0,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,322.0,Four-Door Car,Small,January
203,AZ,4734.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,62,5.0,41,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,741.0,Four-Door Car,Small,January
204,CA,33473.0,Yes,Basic,Bachelor,Employed,F,33190,Suburban,Divorced,106,18.0,95,0.0,2,Personal Auto,Personal L3,Offer1,Web,509.0,SUV,Medsize,January
205,OR,4551.0,No,Premium,High School or Below,Disabled,F,17913,Suburban,Married,116,0.0,39,0.0,1,Personal Auto,Personal L3,Offer3,Web,557.0,Four-Door Car,Small,February
206,CA,4773.0,Yes,Extended,High School or Below,Retired,M,20993,Suburban,Divorced,133,35.0,90,0.0,1,Personal Auto,Personal L3,Offer2,Agent,638.0,SUV,Medsize,February
207,AZ,6285.0,No,Extended,College,Employed,M,52210,Suburban,Married,80,6.0,74,0.0,9,Personal Auto,Personal L1,Offer1,Branch,384.0,Four-Door Car,Medsize,February
208,OR,4435.0,No,Basic,Bachelor,Employed,F,58082,Rural,Married,112,31.0,66,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,103.0,SUV,Medsize,February
209,OR,17254.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,69,33.0,49,1.0,2,Personal Auto,Personal L1,Offer1,Agent,331.0,Four-Door Car,Medsize,January
210,OR,2916.0,No,Basic,College,Employed,M,86599,Suburban,Married,73,32.0,89,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,350.0,Four-Door Car,Medsize,January
211,OR,15763.0,No,Basic,Bachelor,Employed,F,44362,Rural,Married,66,15.0,75,0.0,2,Corporate Auto,Corporate L3,Offer2,Call Center,142.0,Four-Door Car,Small,February
212,OR,4274.0,No,Premium,Bachelor,Employed,F,82214,Rural,Married,106,11.0,19,1.0,1,Personal Auto,Personal L1,Offer3,Branch,239.0,Four-Door Car,Medsize,January
213,NV,2817.0,No,Basic,High School or Below,Employed,F,41228,Suburban,Single,71,19.0,13,0.0,1,Personal Auto,Personal L3,Offer1,Branch,341.0,Four-Door Car,Small,February
214,NV,5548.0,Yes,Basic,Bachelor,Employed,M,67798,Suburban,Divorced,69,1.0,78,0.0,9,Personal Auto,Personal L3,Offer1,Agent,331.0,Four-Door Car,Medsize,January
215,OR,32655.0,No,Premium,Bachelor,Unemployed,M,0,Suburban,Single,153,7.0,75,0.0,2,Personal Auto,Personal L3,Offer3,Branch,1102.0,SUV,Medsize,February
216,CA,2928.0,No,Basic,Bachelor,Employed,M,51991,Rural,Married,73,4.0,95,0.0,1,Personal Auto,Personal L3,Offer2,Web,124.0,Four-Door Car,Medsize,February
217,OR,5320.0,No,Basic,High School or Below,Employed,F,88669,Urban,Married,66,9.0,18,1.0,4,Personal Auto,Personal L2,Offer1,Call Center,214.0,Four-Door Car,Medsize,February
218,AZ,7590.0,No,Basic,High School or Below,Disabled,M,10375,Suburban,Married,66,10.0,95,0.0,2,Personal Auto,Personal L3,Offer1,Branch,317.0,Two-Door Car,Medsize,January
219,OR,4605.0,Yes,Basic,College,Medical Leave,F,22571,Suburban,Single,63,29.0,51,0.0,9,Corporate Auto,Corporate L3,Offer2,Web,302.0,Four-Door Car,Large,January
220,OR,9588.0,No,Premium,Bachelor,Employed,M,84539,Rural,Married,119,10.0,71,0.0,4,Personal Auto,Personal L3,Offer1,Call Center,65.0,Four-Door Car,Medsize,January
221,OR,4873.0,No,Extended,High School or Below,Employed,M,47824,Urban,Married,129,8.0,56,3.0,1,Personal Auto,Personal L2,Offer4,Agent,546.0,SUV,Medsize,February
222,OR,4786.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,68,4.0,67,0.0,9,Corporate Auto,Corporate L1,Offer1,Agent,490.0,Four-Door Car,Small,January
223,CA,15994.0,No,Premium,Bachelor,Unemployed,M,0,Suburban,Single,159,19.0,75,0.0,2,Personal Auto,Personal L3,Offer1,Web,1410.0,SUV,Medsize,February
224,WA,5395.0,No,Basic,Bachelor,Employed,F,86640,Rural,Married,67,2.0,25,0.0,5,Personal Auto,Personal L1,Offer2,Web,65.0,Four-Door Car,Medsize,February
225,OR,2356.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,63,22.0,94,0.0,1,Personal Auto,Personal L3,Offer1,Agent,302.0,Four-Door Car,Medsize,February
226,WA,5133.0,No,Basic,Master,Employed,M,53390,Urban,Married,64,13.0,41,0.0,5,Personal Auto,Personal L2,Offer3,Branch,279.0,Four-Door Car,Medsize,February
227,OR,4997.0,No,Basic,College,Employed,F,25915,Suburban,Single,64,13.0,62,0.0,7,Corporate Auto,Corporate L3,Offer1,Agent,318.0,Two-Door Car,Medsize,February
228,WA,3921.0,No,Extended,College,Employed,F,62445,Suburban,Married,98,19.0,12,1.0,1,Personal Auto,Personal L2,Offer2,Call Center,681.0,Four-Door Car,Small,January
229,AZ,20172.0,No,Basic,Doctor,Employed,M,24804,Suburban,Married,73,19.0,98,0.0,2,Personal Auto,Personal L2,Offer3,Call Center,350.0,Two-Door Car,Small,February
230,OR,5528.0,Yes,Basic,Bachelor,Employed,M,36088,Suburban,Single,72,16.0,31,0.0,9,Corporate Auto,Corporate L3,Offer1,Agent,346.0,Four-Door Car,Medsize,January
231,CA,4078.0,No,Basic,Bachelor,Employed,F,53093,Rural,Divorced,103,3.0,62,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,99.0,SUV,Medsize,January
232,AZ,4918.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,71,27.0,81,0.0,5,Personal Auto,Personal L3,Offer1,Web,511.0,Two-Door Car,Medsize,January
233,OR,5687.0,No,Basic,High School or Below,Employed,M,30242,Rural,Married,72,30.0,23,0.0,3,Personal Auto,Personal L3,Offer2,Branch,48.0,Four-Door Car,Medsize,January
234,OR,19260.0,No,Premium,Master,Employed,F,35973,Suburban,Married,159,5.0,97,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,763.0,Sports Car,Large,January
235,AZ,2486.0,No,Basic,College,Employed,M,36635,Suburban,Married,63,20.0,28,0.0,1,Corporate Auto,Corporate L2,Offer4,Agent,302.0,Four-Door Car,Small,February
236,CA,5949.0,No,Premium,High School or Below,Employed,F,88122,Suburban,Married,148,15.0,10,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,840.0,SUV,Medsize,February
237,OR,10997.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,104,29.0,73,0.0,2,Personal Auto,Personal L2,Offer3,Branch,749.0,SUV,Medsize,January
238,NV,4804.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,69,31.0,25,0.0,7,Corporate Auto,Corporate L2,Offer1,Call Center,497.0,Four-Door Car,Small,February
239,CA,7761.0,No,Extended,College,Employed,F,43137,Suburban,Married,96,8.0,41,0.0,8,Personal Auto,Personal L3,Offer2,Call Center,461.0,Two-Door Car,Large,February
240,CA,4334.0,Yes,Extended,Bachelor,Retired,F,23904,Suburban,Single,123,1.0,67,3.0,1,Corporate Auto,Corporate L1,Offer1,Agent,590.0,SUV,Medsize,February
241,CA,7695.0,No,Basic,Bachelor,Employed,M,50147,Suburban,Single,101,4.0,37,0.0,3,Personal Auto,Personal L2,Offer1,Branch,485.0,SUV,Medsize,January
242,CA,2397.0,Yes,Basic,High School or Below,Retired,F,22283,Suburban,Divorced,65,16.0,93,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,572.0,Four-Door Car,Medsize,January
243,NV,42562.0,No,Basic,Master,Employed,M,66661,Suburban,Single,119,23.0,41,0.0,2,Personal Auto,Personal L2,Offer1,Agent,571.0,SUV,Medsize,January
244,CA,7153.0,No,Extended,Bachelor,Employed,F,32238,Suburban,Divorced,91,15.0,80,0.0,4,Personal Auto,Personal L3,Offer3,Branch,440.0,Four-Door Car,Medsize,February
245,CA,6144.0,No,Extended,High School or Below,Employed,F,45032,Rural,Married,77,13.0,35,0.0,3,Personal Auto,Personal L2,Offer2,Agent,37.0,Four-Door Car,Medsize,January
246,AZ,26181.0,No,Extended,High School or Below,Employed,F,68189,Urban,Married,82,10.0,17,1.0,2,Special Auto,Special L2,Offer2,Branch,343.0,Four-Door Car,Medsize,January
247,AZ,18688.0,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,76,2.0,66,0.0,2,Personal Auto,Personal L2,Offer1,Agent,365.0,Four-Door Car,Small,January
248,OR,7090.0,No,Extended,High School or Below,Employed,M,52707,Suburban,Married,90,33.0,66,1.0,6,Corporate Auto,Corporate L3,Offer3,Branch,432.0,Four-Door Car,Medsize,February
249,NV,41788.0,Yes,Premium,High School or Below,Employed,F,46587,Suburban,Divorced,119,34.0,74,2.0,2,Personal Auto,Personal L2,Offer1,Call Center,571.0,Four-Door Car,Medsize,January
250,OR,4786.0,No,Basic,High School or Below,Employed,M,23402,Suburban,Married,61,29.0,38,0.0,7,Personal Auto,Personal L1,Offer4,Call Center,293.0,Four-Door Car,Medsize,February
251,OR,7918.0,No,Extended,College,Employed,M,44698,Suburban,Married,211,0.0,88,4.0,1,Personal Auto,Personal L2,Offer1,Call Center,1013.0,Luxury Car,Medsize,February
252,CA,2858.0,No,Basic,Master,Employed,F,27382,Rural,Married,71,33.0,35,0.0,1,Personal Auto,Personal L2,Offer2,Web,134.0,Four-Door Car,Medsize,January
253,CA,2720.0,No,Basic,Bachelor,Employed,M,41005,Suburban,Single,70,22.0,37,0.0,1,Personal Auto,Personal L1,Offer4,Branch,336.0,Four-Door Car,Medsize,January
254,WA,2837.0,No,Basic,College,Employed,M,90893,Rural,Married,70,8.0,82,0.0,1,Personal Auto,Personal L3,Offer1,Agent,71.0,Two-Door Car,Medsize,February
255,OR,2535.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,68,24.0,73,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,326.0,Four-Door Car,Medsize,February
256,AZ,5556.0,Yes,Basic,Bachelor,Employed,M,74015,Suburban,Single,72,12.0,61,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,471.0,Four-Door Car,Small,February
257,OR,7937.0,No,Basic,High School or Below,Employed,F,22862,Suburban,Married,67,9.0,40,0.0,2,Personal Auto,Personal L3,Offer2,Agent,322.0,Two-Door Car,Medsize,February
258,CA,11790.0,Yes,Basic,College,Retired,M,25251,Suburban,Divorced,66,13.0,43,0.0,2,Corporate Auto,Corporate L3,Offer2,Web,317.0,Four-Door Car,Medsize,January
259,NV,22305.0,No,Premium,College,Unemployed,F,0,Urban,Married,102,13.0,89,0.0,2,Personal Auto,Personal L2,Offer4,Agent,402.0,Two-Door Car,Medsize,February
260,WA,6328.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,100,17.0,21,2.0,4,Personal Auto,Personal L2,Offer1,Branch,648.0,SUV,Small,January
261,AZ,8433.0,No,Basic,Bachelor,Employed,M,57961,Rural,Divorced,72,27.0,64,0.0,2,Personal Auto,Personal L3,Offer1,Agent,39.0,Two-Door Car,Large,February
262,CA,9658.0,Yes,Extended,High School or Below,Unemployed,M,0,Suburban,Married,131,34.0,61,0.0,9,Corporate Auto,Corporate L3,Offer1,Agent,629.0,SUV,Medsize,January
263,AZ,7559.0,No,Premium,College,Unemployed,M,0,Suburban,Single,119,33.0,58,1.0,3,Corporate Auto,Corporate L3,Offer1,Call Center,965.0,Four-Door Car,Small,January
264,CA,5755.0,No,Basic,High School or Below,Employed,F,97657,Rural,Married,71,2.0,19,0.0,8,Personal Auto,Personal L2,Offer2,Branch,107.0,Two-Door Car,Medsize,January
265,NV,2869.0,No,Basic,College,Employed,F,40046,Rural,Divorced,73,10.0,51,0.0,1,Personal Auto,Personal L2,Offer1,Agent,119.0,Four-Door Car,Small,January
266,CA,8256.0,Yes,Basic,Bachelor,Employed,F,62902,Rural,Married,69,14.0,94,0.0,2,Personal Auto,Personal L1,Offer2,Web,159.0,Two-Door Car,Medsize,January
267,CA,6595.0,No,Premium,Bachelor,Unemployed,M,0,Suburban,Single,105,2.0,38,2.0,7,Personal Auto,Personal L3,Offer1,Web,848.0,Four-Door Car,Medsize,January
268,CA,8725.0,No,Premium,Bachelor,Employed,M,69772,Suburban,Single,112,17.0,38,0.0,9,Personal Auto,Personal L2,Offer3,Branch,538.0,Four-Door Car,Medsize,February
269,AZ,3444.0,No,Extended,Bachelor,Unemployed,F,0,Rural,Married,93,10.0,63,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,8.0,Four-Door Car,Medsize,February
270,CA,5218.0,Yes,Basic,Bachelor,Employed,F,39854,Urban,Divorced,66,6.0,4,0.0,7,Personal Auto,Personal L2,Offer2,Web,262.0,Two-Door Car,Medsize,February
271,AZ,2769.0,No,Basic,Bachelor,Employed,M,40506,Rural,Married,70,14.0,98,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,114.0,Four-Door Car,Medsize,February
272,CA,11125.0,No,Premium,Bachelor,Unemployed,M,0,Suburban,Single,112,25.0,69,0.0,2,Personal Auto,Personal L2,Offer3,Agent,806.0,Two-Door Car,Small,January
273,WA,5395.0,No,Basic,Bachelor,Employed,M,65978,Urban,Married,67,3.0,50,0.0,3,Corporate Auto,Corporate L1,Offer2,Branch,252.0,Two-Door Car,Medsize,February
274,CA,2817.0,No,Basic,Bachelor,Employed,M,42937,Urban,Married,71,14.0,9,0.0,1,Corporate Auto,Corporate L1,Offer1,Call Center,252.0,Two-Door Car,Small,January
275,OR,2585.0,No,Basic,College,Employed,F,28137,Suburban,Married,65,23.0,2,0.0,1,Personal Auto,Personal L1,Offer3,Web,312.0,Two-Door Car,Large,January
276,OR,4237.0,No,Basic,Bachelor,Disabled,M,14476,Suburban,Married,113,11.0,0,0.0,1,Corporate Auto,Corporate L3,Offer3,Branch,542.0,Sports Car,Medsize,January
277,WA,34709.0,No,Basic,College,Unemployed,M,0,Suburban,Divorced,109,3.0,19,0.0,2,Personal Auto,Personal L2,Offer1,Agent,719.0,Sports Car,Medsize,February
278,CA,3035.0,No,Extended,College,Employed,M,68205,Rural,Married,76,35.0,14,0.0,1,Personal Auto,Personal L1,Offer4,Branch,99.0,Two-Door Car,Medsize,February
